Date,Index Value,Rating
2025-06-17 00:00:00,57.42857142857144,greed
2025-06-18 00:00:00,54.285714285714285,neutral
2025-06-20 00:00:00,54.51428571428573,neutral
2025-06-23 00:00:00,56.60000000000001,greed
2025-06-24 00:00:00,57.885714285714286,greed
2025-06-25 00:00:00,59.25714285714286,greed
2025-06-26 00:00:00,63.00000000000001,greed
2025-06-27 00:00:00,64.8,greed
2025-06-30 00:00:00,69.22857142857143,greed
2025-07-01 00:00:00,67.54285714285714,greed
2025-07-02 00:00:00,63.714285714285715,greed
2025-07-03 00:00:00,77.62857142857145,extreme greed
2025-07-07 00:00:00,75.08571428571429,extreme greed
2025-07-08 00:00:00,74.62857142857142,greed
2025-07-09 00:00:00,75.91428571428571,extreme greed
2025-07-10 00:00:00,76.97142857142856,extreme greed
2025-07-11 00:00:00,75.25714285714285,extreme greed
2025-07-14 00:00:00,76.5142857142857,extreme greed
2025-07-15 00:00:00,73.8857142857143,greed
2025-07-16 00:00:00,73.8285714285714,greed
2025-07-17 00:00:00,75.4,extreme greed
2025-07-18 00:00:00,74.5428571428571,greed
2025-07-21 00:00:00,72.6857142857143,greed
2025-07-22 00:00:00,73.5428571428572,greed
2025-07-23 00:00:00,76.5714285714286,extreme greed
2025-07-24 00:00:00,74.4,greed
2025-07-25 00:00:00,73.9428571428572,greed
2025-07-28 00:00:00,72.2285714285714,greed
2025-07-29 00:00:00,68.0857142857143,greed
2025-07-30 00:00:00,65.2571428571429,greed
2025-07-31 00:00:00,59.1714285714286,greed
2025-08-01 00:00:00,56.1428571428571,greed
2025-08-04 00:00:00,56.6,greed
2025-08-05 00:00:00,53.8571428571429,neutral
2025-08-06 00:00:00,55.1714285714286,greed
2025-08-07 00:00:00,54.6285714285714,neutral
2025-08-08 00:00:00,59.3142857142857,greed
2025-08-11 00:00:00,58.3714285714286,greed
2025-08-12 00:00:00,62.9142857142857,greed
2025-08-13 00:00:00,64.8285714285714,greed
2025-08-14 00:00:00,63.3428571428571,greed
2025-08-15 00:00:00,64.5714285714286,greed
2025-08-18 00:00:00,63.5714285714286,greed
2025-08-19 00:00:00,59.6857142857143,greed
2025-08-20 00:00:00,55.7428571428571,greed
2025-08-21 00:00:00,55.7428571428571,greed
2025-08-21 11:58:01,55.7428571428571,greed
